item,name,party,partyLabel,constituency,constituencyLabel,startDate,endDate,gender,psid
Q111283552,Angelina Masuku,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,female,Q111283552-0E2DEB4D-48B4-4E8A-A865-5E55B99590E2
Q111283592,Thokozile Mathuthu,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,female,Q111283592-E94491EF-7DF4-4744-AEA2-D294EB0B11AB
Q111283850,Fortune Charumbira,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111283850-375BBE77-5875-4F55-A248-0F1A14515F2F
Q111291937,Edwin Mushoriwa,Q2582118,,,,2005-04-12,2008-03-28,,Q111291937-07C544A4-7152-437A-8DE0-9E0D8652DFD3
Q111291953,Goodrich Chimbaira,Q2582118,,,,2005-04-12,2008-03-28,,Q111291953-EE348F76-B734-4C24-BA4D-93EE69FCC559
Q111295081,Lovemore Mupukuta,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111295081-C7E6E0F6-094C-4A57-9E56-D1D41D5B8AF6
Q111295097,Obert Matshalaga,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111295097-87A842AD-2428-4BAA-9A46-2290EF2E21B8
Q111295099,Pearson Mungofa,Q2582118,,,,2005-04-12,2008-03-28,,Q111295099-B49D3F0B-A427-4F9C-B6F0-B2AEA606775F
Q111295126,Tongai Matutu,Q2582118,,,,2005-04-12,2008-03-28,,Q111295126-922E0139-2724-489E-A75C-DF634A359945
Q111312668,Aaron Baloyi,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312668-CEC3FED6-8108-44FB-BD9E-80FA305A1043
Q111312669,Abednico Malinga,Q2582118,,,,2005-04-12,2008-03-28,,Q111312669-AF51EA3C-488C-4FEF-B280-C523C136CEB3
Q111312670,Aqualinah Katsande,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312670-DEB05187-2869-43FB-8E55-04832811E01A
Q111312671,Canisia Sathiwa,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312671-5973A370-5F24-4A7A-A6B6-3155D60B0669
Q111312672,Cecilia Gwachirwa,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312672-BBB35367-CBDF-4B1C-A687-D6F128440164
Q111312673,Celine Pote,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312673-0A7F8645-22D7-4239-BE54-A939A8F0BD67
Q111312674,Charles Majange,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312674-467373B3-53E9-41FE-96DC-C1B02853ECA5
Q111312675,Chenhamo Chimutingwende,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312675-81DB4CA4-D094-4FDD-913F-6A28CCDF456C
Q111312676,Christopher Malaba,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312676-73E165BC-574F-49C3-B77E-D07E4C9D7FF3
Q111312677,Christopher Mushowe,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312677-F3BCFA4C-936E-45CC-BA4D-7C5EC01EC356
Q111312678,Claudius Makova,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312678-27ED39E2-96F8-401B-916F-465086836995
Q111312679,Cyprian Malisa,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312679-61487B64-F443-41FD-A05E-7062D8B79B21
Q111312680,Daniel Mackenzie Ncube,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312680-21FC7BD7-5AEE-44E2-98F5-4578E70B7458
Q111312681,Editor Matamisa,Q2582118,,,,2005-04-12,2008-03-28,,Q111312681-60E2BD77-6A17-42BE-AA06-4302B73BF1B6
Q111312682,Edward Mkhosi,Q2582118,,,,2005-04-12,2008-03-28,,Q111312682-0B93295A-D6B9-4A2C-8B12-D8C2D046E9D3
Q111312683,Edwin Muguti,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312683-2D1DCBD1-665D-47F4-8F67-88E635F80941
Q111312684,Enita Maziriri,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312684-8600CE70-D39B-444F-BBCE-CD6C0AD7D5DE
Q111312685,Ephraim Masawi,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312685-8656AE5C-B40F-449A-9BBA-7AF65668DD26
Q111312686,Esaph Mdhlongwa,Q2582118,,,,2005-04-12,2008-03-28,,Q111312686-A866F195-1FAC-4540-9246-CF0C6B5C3328
Q111312687,Esther Nyauchi,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312687-29C41E43-8C25-4786-A66E-87257E9A95BF
Q111312690,Freddy Kadzama,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312690-CB69E8CA-CDB0-4EE9-B78B-087120679269
Q111312691,George Chimombe,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312691-22355E4C-DE17-47FB-A839-BA3C4F88FF58
Q111312692,Gilbert Shoko,Q2582118,,,,2005-04-12,2008-03-28,,Q111312692-E05DFAA5-CF57-4BA5-8FD2-E2758B81E6A2
Q111312693,Isaiah Shumba,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312693-00665FD5-501E-4FD0-B525-6DE00A3F782F
Q111312694,Jaison Machaya,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312694-EFE13F7F-C01A-4CA2-9F7E-28B0E84E907B
Q111312695,Jealous Sansole,Q2582118,,,,2005-04-12,2008-03-28,,Q111312695-CD2CD2B7-B0CC-4D99-8EB3-91BA26997D4D
Q111312696,Jonathan Chandengenda,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312696-577F2C67-FE06-4CEA-B86F-8C65B8F00FFB
Q111312697,Jorum Gumbo,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312697-24CB0A14-2D09-4CD2-BEA5-7C35B3E9AA2F
Q111312698,Josphat Madubeko,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312698-1532D177-9E30-417E-9537-A592FFD313F6
Q111312699,Kenneth Mutiwekuziva,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312699-83CB6011-0F70-4084-AEB3-4DEC527D7904
Q111312700,Leo Mugabe,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312700-0FDB503C-9C57-4630-95B2-ADC87D5710C4
Q111312701,Luke Mushore,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312701-7A6A689A-CF15-45A4-BD2F-05CCD3572700
Q111312703,Mabel Mawere,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312703-10383A70-2885-454B-B380-1927D8DD2F03
Q111312704,Milton Gwetu,Q2582118,,,,2005-04-12,2008-03-28,,Q111312704-8160A270-4DB9-4576-92CF-7CADB8E4A9A0
Q111312705,Morris Sakabuya,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312705-76222105-4C08-43B3-8C40-E229ACD6CF82
Q111312706,Nelson Samkange,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q111312706-736D2A21-EE35-4340-9C99-A092ECFE81DC
Q111312707,Njabuliso Mguni,Q2582118,,,,2005-04-12,2008-03-28,,Q111312707-9351A8E9-079B-4C01-83F5-99C171396FF2
Q111312708,Patrick Mudzimurema,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312708-6FB93940-AC98-4192-AB8B-203FADA09716
Q111312709,Paul Kadzima,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312709-D6C28286-9264-4B21-9F16-0AAF88098A71
Q111312710,Phineas Chihota,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312710-32940C0B-B52B-4845-A39C-90AC92243481
Q111312711,Sabina Zinyemba,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312711-ABF42198-0A2B-4C89-BBA9-AECD0560C6B3
Q111312712,Sandra Machirori,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312712-E79F8084-06D5-41FE-BE7A-149131D9B181
Q111312713,Shadreck Chipanga,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312713-3A287143-12C4-4FEA-BD2D-C8ADB06503FE
Q111312714,Show Bushu,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312714-62DC1566-1E0C-4443-B56F-4DA4CA017D58
Q111312715,Shuvai Mahofa,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312715-0DBA62AF-2A8A-4E84-B1F3-3821B2345C19
Q111312716,Thembikosi Sibindi,Q2582118,,,,2005-04-12,2008-03-28,,Q111312716-D7A5F3EF-CA8E-4C55-96A6-902C751C599D
Q111312717,Timothy Mabhawu,Q2582118,,,,2005-04-12,2008-03-28,,Q111312717-A20F27ED-D49E-4DEC-8CAA-F84672DCFB1E
Q111312718,Timothy Mukahlera,Q2582118,,,,2005-04-12,2008-03-28,,Q111312718-BD19D572-172F-48E4-B2B9-D1C9BF28D623
Q111312719,Tinaye Chigudu,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312719-FEBD2E98-184C-4F94-A446-FF75432DC854
Q111312720,Titus Maluleke,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312720-A908EA53-62A0-4882-81CC-2214402E13C5
Q111312721,Try Dandawa,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312721-16B68F66-618A-4DFB-86FC-996C48D4CA46
Q111312722,Zachariah Ziyambi,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111312722-43B04818-09A0-4779-9907-B8A8B59F767A
Q111313421,Emmanuel Chisvuure,Q1146616,MDC–T,,,2006-05-20,2008-03-28,,Q111313421-F6F6F691-F987-433C-B040-C26F90A22E91
Q111313423,Kallisto Gwanetsa,Q1910161,ZANU–PF,,,2007-02-17,2008-03-28,,Q111313423-3F07B643-FF70-45D8-B667-472D8B126B50
Q111313424,Livingstone Chineka,Q1910161,ZANU–PF,,,2007-06-09,2008-03-28,,Q111313424-9D8B1D0E-6D9A-4EE0-BF9F-A1003A75AA1F
Q111313425,Steven Chiurayi,Q1910161,ZANU–PF,,,2006-10-07,2008-03-28,,Q111313425-AAC48AC1-A71C-4B6B-9324-45B82BB5B3A1
Q1399766,Joseph Msika,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q1399766-58B19967-3238-4557-887E-D0FD7C20F5B1
Q15992851,Edward Chindori-Chininga,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q15992851-9F0EAF67-C11B-472D-8DB6-D074E4296BF7
Q16016626,Josiah Tungamirai,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q16016626-3150548D-1A85-4CF4-BA6F-47EA5E17E834
Q16151660,Ignatious Chombo,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q16151660-E938E427-4855-4F96-B5CD-651462535508
Q16207702,Nelson Chamisa,Q2582118,,,,2005-04-12,2008-03-28,male,Q16207702-40690B04-301F-401C-AC82-8E92D077A04C
Q19144163,David Karimanzira,Q1910161,ZANU–PF,,,2006,2008-03-28,male,Q19144163-2A921CFF-1534-4F4C-8B5C-3E749D570234
Q19144163,David Karimanzira,Q1910161,ZANU–PF,,,2005-04-12,2005-04-15,male,Q19144163-F3FDE0AF-8368-4394-BA28-1675BE9A4A7C
Q2011278,Obert Mpofu,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q2011278-01837B70-27BD-4992-9B42-D2EDAE3B30F6
Q2112402,Stan Mudenge,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q2112402-FF315A8C-A705-47A9-B143-0A0FD14F3DDF
Q2209549,Sabina Mugabe,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,female,Q2209549-B6504B41-258F-4CC9-AEDA-13E24022C538
Q2407586,Elliot Manyika,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q2407586-5F46E0FA-4D85-44A9-B270-718660B7A98B
Q2431630,Tichaona Jokonya,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q2431630-4F4EAFA3-BDE2-42AA-9D1A-A22C7F6F8949
Q25697807,Kumbirai Kangai,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q25697807-DCB6E378-7121-4799-B540-C3BB942208B9
Q27380169,Cephas Msipa,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q27380169-B74922C5-CE3D-438F-99BF-C0C9345DDEB2
Q3081621,Francis Nhema,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q3081621-ED1C8710-2E81-408E-9F85-1778FABD95F8
Q3133488,Herbert Murerwa,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q3133488-ED3EF575-748D-44E2-A0BB-E6C26F503B0E
Q3183430,Jonathan Moyo,Q327591,சுயே,,,2005-04-12,2008-03-28,male,Q3183430-9360D6FC-AD45-4376-A4E9-E009EFA3D8AA
Q3264301,Lovemore Moyo,Q2582118,,,,2005-04-12,2008-03-28,male,Q3264301-3106FF8A-D7BB-4B18-AC93-A8BFDF66D2D6
Q3369338,Patrick Chinamasa,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q3369338-213B7A3A-7D70-4E1B-A4C4-B6614356F79E
Q43402860,Patrick Zhuwao,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q43402860-E05C8E98-AC5B-4D89-BBD9-1004EA67120B
Q4687771,Aeneas Chigwedere,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q4687771-CF09B7E2-3391-428D-85D5-00913953E5C2
Q4741842,Ambrose Mutinhiri,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q4741842-DFE71A48-694F-4BBF-91E8-5627317A6AEE
Q4747917,Amos Midzi,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q4747917-770E95F5-09FE-4C67-A9C1-C66DEE297B6A
Q4757697,Andrew Langa,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q4757697-897BC883-807F-4820-8045-7203463A9992
Q4926322,Blessing Chebundo,Q2582118,,,,2005-04-12,2008-03-28,male,Q4926322-1D4B1DDA-F346-44CA-8551-673AB2DD2C3D
Q4967458,Bright Matonga,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q4967458-C47247ED-C20D-4314-8875-8EB05DB3ED7A
Q5017585,Cain Mathema,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q5017585-79276D5E-A723-458A-93A5-75B4CD07BC4F
Q510523,Emmerson Mnangagwa,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q510523-FE11AB33-B740-4A32-BEC7-A88FD85BA5B9
Q514464,Simbarashe Mumbengegwi,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q514464-261AABE9-4E6B-407A-A577-6798F8C1772C
Q5231960,David Butau,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q5231960-52629E58-F7E5-4B9D-B982-35910966AA81
Q5232494,David Coltart,Q2582118,,,,2005-04-12,2008-03-28,male,Q5232494-C258D532-1E14-4A34-B4A3-2CEAAEE26638
Q5238373,David Parirenyatwa,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q5238373-4CC2EE4F-717E-4A0E-8595-B2CB0F808B64
Q5274292,Didymus Mutasa,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q5274292-8E83C937-82A9-453B-B03B-D072A83A8312
Q5340066,Edna Madzongwe,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,female,Q5340066-A3CCA20E-3081-4974-9062-CD3FF188D287
Q5427612,Faber Chidarikire,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q5427612-0817D500-A9EC-4E1A-8B28-1C7417B1C255
Q5446764,Fidelis Mhashu,Q2582118,,,,2005-04-12,2008-03-28,male,Q5446764-407C16BA-983A-4B78-BBB5-6B81F02C60D0
Q5458776,Fletcher Dulini,Q2582118,,,,2005-04-12,2008-03-28,male,Q5458776-7CBB9A5A-00EC-45BD-9DA5-4C996A7438ED
Q5460278,Flora Bhuka,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,female,Q5460278-3D9DC791-D790-4B81-964F-2C55C20D09BE
Q5559396,Gibson Sibanda,Q2582118,,,,2005-04-12,2008-03-28,male,Q5559396-1132876F-5455-457D-B209-1692478A6800
Q5561692,Giles Mutsekwa,Q2582118,,,,2005-04-12,2008-03-28,male,Q5561692-5C8A9BDC-8BD5-4A1F-9986-005D1BDACE45
Q5927511,Hubert Nyanhongo,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q5927511-971DE9DC-B49E-4680-9DEC-51647A025E68
Q6213465,Joel Gabuza,Q2582118,,,,2005-04-12,2008-03-28,male,Q6213465-4321F701-CAD0-4EFF-BFCB-A663C3E3B848
Q6285211,Joseph Made,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q6285211-A4A71435-15B8-4400-9250-32A2A4B1B93E
Q6386891,Kembo Mohadi,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q6386891-5330941A-E3C9-48EE-91B7-762F99449FCE
Q6505903,Lazarus Dokora,Q1910161,ZANU–PF,,,2006-10-07,2008-03-28,male,Q6505903-7376C9DE-7552-4835-A9DF-E66E2CD1A18A
Q6848219,Mike Nyambuya,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q6848219-6EC7DAD5-1668-4D1E-82F4-EE7CF8DC0499
Q6915903,Moses Ndlovu,Q2582118,,,,2005-04-12,2008-03-28,male,Q6915903-E1DE678D-7D6F-4A00-84A4-59B9FFE8ECCF
Q6935586,Munacho Mutezo,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q6935586-781CD06C-4D35-4396-A338-746903ED80C1
Q6938737,Murisi Zwizwai,Q2582118,,,,2005-04-12,2008-03-28,male,Q6938737-F911FBAD-FB5F-4F5A-84CC-6F7FFF3962D6
Q7025447,Nicholas Goche,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q7025447-644804AF-1CE3-4761-B20A-00761FFBA755
Q7048451,Nomalanga Khumalo,Q2582118,,,,2005-04-12,2008-03-28,female,Q7048451-FF30AB1E-2087-4A95-BA08-088B64FB107B
Q7088073,Olivia Muchena,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,female,Q7088073-E163E3F0-E5A0-4302-8EEF-EFC2FFC4782B
Q7095508,Oppah Muchinguri,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,female,Q7095508-EABEBBE8-52EE-4E09-B169-249C936E38F2
Q7152179,Paul Mangwana,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q7152179-16443E44-6027-420F-B94D-C2E1BB050EAA
Q7155466,Paurina Mpariwa,Q2582118,,,,2005-04-12,2008-03-28,female,Q7155466-10EBF419-6D90-449E-B1E1-73A320464172
Q7245611,Priscilla Misihairabwi-Mushonga,Q2582118,,,,2005-04-12,2008-03-28,female,Q7245611-A5EB9D51-5016-479C-AEA7-E9C06C835F95
Q7317489,Reuben Marumahoko,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q7317489-A347DDAD-89B5-42D4-809E-D50BC3815B69
Q7378129,Rugare Gumbo,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q7378129-8EAAFA59-C63F-4C98-9F41-6A61DF049534
Q7410395,Tendai Biti,Q2582118,,,,2005-04-12,2008-03-28,male,Q7410395-94003BD5-C200-47E9-A731-DE3ADF526B52
Q7412813,Samuel Undenge,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q7412813-1F538C19-C8D9-4DC9-A2BF-2422FD02FCCB
Q7428343,Saviour Kasukuwere,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q7428343-EB982476-C665-40BA-A881-5BD4FC462238
Q7513688,Sikhanyiso Ndlovu,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q7513688-B6FF9325-CDD0-40A3-8F31-4380473599DB
Q7660136,Sydney Sekeramayi,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q7660136-CF16CF31-DBD4-4938-9689-B2A999A4124E
Q7660812,Sylvester Nguni,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q7660812-863BBE72-9F97-4B53-9FB9-FDEE8E003FB9
Q7808439,Tinos Rusere,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q7808439-1D8EB263-F753-40FB-A416-CB822AA0A040
Q7847292,Trudy Stevenson,Q2582118,,,,2005-04-12,2008-03-28,female,Q7847292-432B1C29-42BE-4FFD-B22B-14421D42A1C9
Q7965696,Walter Mzembi,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q7965696-F93C84DC-9711-4AE9-902D-EB34706000F6
Q7978955,Webster Shamu,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q7978955-5F0F484D-ED6A-4EF2-8373-A0DC401D3B2D
Q7982050,Welshman Ncube,Q2582118,,,,2005-04-12,2008-03-28,male,Q7982050-23BE08DB-D8F7-47DD-BE19-5F75821B0BB0
Q8003386,Willard Chiwewe,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q8003386-B75B6370-2051-49F2-B85B-FB93DD3DF7BD
Q86997401,Job Sikhala,Q2582118,,,,2005-04-12,2008-03-28,male,Q86997401-81329404-4DCA-4172-8D33-EF02C907C8FE
Q9358456,Thokozani Khuphe,Q2582118,,,,2005-04-12,2008-03-28,female,Q9358456-47D90DB8-7B12-4E66-8C1B-3BB467531165
Q97326327,Joseph Musa,Q1910161,ZANU–PF,,,2005-06-18,2008-03-28,male,Q97326327-EEBBCB81-7385-4833-B1F3-85E6D31DA862
Q981736,Joice Mujuru,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,female,Q981736-A5A25D5E-58FF-45D8-8075-B72228D71C5D
