item,itemLabel,startDate,endDate
,Kumbirai Kangai,1994,2000
Q6285211,Joseph Made,2000,2007
Q7378129,Rugare Gumbo,2007,2009
Q7660812,Sylvester Nguni,2009,2009
Q6285211,Joseph Made,2009-02-13,2017-11-27
Q7167845,Perrance Shiri,2017-11-30,2020-07-27
Q99237454,Anxious Jongwe Masuka,2020-08-14,
