item,itemLabel,startDate,endDate,psid
Q14922135,Moven Mahachi,1985,1988,Q14922135-CD8822A8-D29C-4E2A-A9D5-E552C1801282
Q19144163,David Karimanzira,1988,1990,Q19144163-77E0FDCC-E1CC-4027-8A69-52990AEEE1AC
Q25697807,Kumbirai Kangai,1994,2000,Q25697807-236EE929-4D5A-4F21-9263-6423D54A3301
Q2586564,Witness Mangwende,1991-01-01,1994-12-22,Q2586564-60090393-B1B5-476C-AE96-F8AED8E9954C
Q5257427,Denis Norman,1980-05,1985-07,Q5257427-1553E433-1DA5-4719-892B-690087C8874A
Q6285211,Joseph Made,2009-02-13,2017-11-27,Q6285211-8721AF4F-C305-424C-836F-843A7BA87354
Q6285211,Joseph Made,2000,2007,Q6285211-ADDD6A62-5761-4A4F-838A-E9B0E11C0BF9
Q7167845,Perence Shiri,2017-11-30,2020-07-27,Q7167845-4c59c2bf-43c5-0dcf-ced8-05294a662ddf
Q7378129,Rugare Gumbo,2007,2009,Q7378129-783DD828-2BAD-4D45-829A-19D691D5A706
Q7660812,Sylvester Nguni,2009,2009,Q7660812-7C573C50-B543-4758-AED5-AADEF4D35D3F
Q99237454,Anxious Jongwe Masuka,2020-08-14,,Q99237454-496BF13F-C234-442E-A2F4-FFED619D91E3
