item,name,party,partyLabel,constituency,constituencyLabel,startDate,endDate,gender,psid
Q111291734,Address Matirira,Q1910161,ZANU–PF,,,2018-08,,,Q111291734-332DCEAA-D617-452D-93AF-81B584D97BA1
Q111291735,Alice Dube,Q1910161,ZANU–PF,,,2018-08,,,Q111291735-3432D42C-C1FF-4D09-B2DF-6BA9B50C6153
Q111291736,Alma Mkwebu,Q1910161,ZANU–PF,,,2018-08,,,Q111291736-93515F92-A19B-4853-AA7F-78DF1B9F015F
Q111291737,Angeline Tongogara,Q1910161,ZANU–PF,,,2018-08,,,Q111291737-1DEE5680-3F21-4E1F-9E6C-218449D67109
Q111291738,Annias Mapungwana,,,,,2018-08,,,Q111291738-57048157-315D-4C06-9280-C17C2E37B284
Q111291739,Aplonia Munzverengwi,Q1910161,ZANU–PF,,,2018-08,,,Q111291739-9C40CF4D-DE69-44C0-A1FB-05D17542AB22
Q111291740,Bybit Tsomondo,Q1910161,ZANU–PF,,,2018-08,,,Q111291740-BB8828BF-527B-49D0-8F4C-F05751EDABB2
Q111291741,Christine Rambanepasi,Q85786782,,,,2018-08,,,Q111291741-B014E042-E7E2-42EC-AD75-F95BCDC5EE3D
Q111291742,Clara Shumba,Q1910161,ZANU–PF,,,2018-08,,,Q111291742-FC6937D5-6185-42A8-A7FC-4834FE163FDF
Q111291744,Douglas Mwonzora,Q85786782,,,,2018-08,,,Q111291744-8737023B-E5C4-46AE-B8DF-A5D5EA69371C
Q111291745,Esnath Rwambiwa,Q85786782,,,,2018-08,,,Q111291745-8D849C21-96C2-4E75-AB69-29C84429BB82
Q111291746,Gideon Shoko,Q85786782,,,,2018-08,,,Q111291746-6D72B506-95BC-4A88-BDB1-20C2F1C36D3A
Q111291747,Helen Zivira,Q85786782,,,,2018-08,,,Q111291747-85B8D627-0665-4DB4-B02E-21A6158B4CBD
Q111291748,Herbert Sinampande,Q85786782,,,,2018-08,,,Q111291748-F1DADFE9-4EFB-41F8-AEA2-02DA7131D437
Q111291749,Josaya Hungwe,Q1910161,ZANU–PF,,,2018-08,,,Q111291749-9FD7A8FA-87AE-4B4D-8248-0A55F81C2AC4
Q111291750,Joseph Madziva,Q1910161,ZANU–PF,,,2018-08,,,Q111291750-11B8E1E3-6DE0-40E1-87B1-8D096C5DE0D9
Q111291751,Joshua Teke Malinga,Q1910161,ZANU–PF,,,2018-08,,,Q111291751-FD702731-AEE1-455D-B379-F42A7D106FD6
Q111291752,Keresencia Chabuka,Q85786782,,,,2018-08,,,Q111291752-5B240B63-D1D6-4497-A0B7-B93A3515EE49
Q111291753,Kerina Gweshe,Q85786782,,,,2018-08,,,Q111291753-0204DC0A-6155-4D16-99D3-98F34F4E8399
Q111291754,Langton Chikukwa,,,,,2018-08,,,Q111291754-5B90FC8A-EDF4-4FD4-81F3-D9D5FAD320F1
Q111291755,Larry Mavhima,Q1910161,ZANU–PF,,,2018-08,,,Q111291755-720D9C60-D8A4-494F-AFF2-23FEF9C25778
Q111291756,Maybe Mbowa,Q1910161,ZANU–PF,,,2018-08,,,Q111291756-64E86321-65D2-4BC7-83D2-E8A647E374FB
Q111291757,Meliwe Phuthi,Q85786782,,,,2018-08,,,Q111291757-B72B5FDE-1994-4E1F-8B6E-5513C19B540E
Q111291758,Mildred Reason Dube,Q85786782,,,,2018-08,,,Q111291758-64B584E5-CC1F-4AB0-A2EB-8C60B859C99E
Q111291759,Molly Ndlovu,Q85786782,,,,2018-08,,,Q111291759-AA52DE30-0D5B-4468-9716-E3E7484328AE
Q111291760,Monica Mavhunga,Q85786782,,,,2018-08,,,Q111291760-A62DFE80-E951-4B7C-98E0-8B7AB67C974A
Q111291761,Morgan Komichi,Q85786782,,,,2018-08,,,Q111291761-D840C0F9-5E33-45CC-8D17-B01109DF8AD3
Q111291762,Oliver Chidawu,Q1910161,ZANU–PF,,,2018-08,,,Q111291762-4B33B89E-AB76-4A2E-B3F5-7EBD3FF25905
Q111291763,Ottillia Maluleke,Q1910161,ZANU–PF,,,2018-08,,,Q111291763-714378DB-9BDF-4228-B35A-E93E5C679E58
Q111291764,Phyllis Ndlovu,Q85786782,,,,2018-08,,,Q111291764-FE473845-1E16-49C7-9D90-5E63C615E0C3
Q111291765,Rejoice Timire,Q1910161,ZANU–PF,,,2018-08,,,Q111291765-9DB98B7B-BDD3-4B56-8FB5-433174E09B07
Q111291766,Shephered Chengeta Gundu,,,,,2018-08,,,Q111291766-1F1AFADF-3763-48DD-ACA4-A8064D37FC29
Q111291767,Sikelela Gumpo,Q1910161,ZANU–PF,,,2018-08,,,Q111291767-B8F1492A-1F76-4F3E-A0FB-F6C663505D06
Q111291768,Spinani Hungwe,Q1910161,ZANU–PF,,,2018-08,,,Q111291768-F062FACD-F5D0-454E-82F6-67C291B1EC0E
Q111291769,Tambudzani Moyo,Q1910161,ZANU–PF,,,2018-08,,,Q111291769-5DB1C6A9-870E-4A01-9A60-E055508BBA42
Q111291770,Tapfumanei Wunganayi,Q85786782,,,,2018-08,,,Q111291770-A65EBC5D-7A5E-4F9E-AFDF-BE0DDDA2502B
Q111291771,Themba Mathuthu,Q1910161,ZANU–PF,,,2018-08,,,Q111291771-7CC73265-3A5C-4A88-85E0-17AF4D1936E0
Q111291772,Theresa Maonei Makone,Q85786782,,,,2018-08,,,Q111291772-F8C255BE-47C2-4D91-9EEA-B3880634129A
Q111291774,Tichinani Mavetera,Q85786782,,,,2018-08,,,Q111291774-6FC72E58-0BC0-47EE-80DE-FCFCE0400C3D
Q111291775,Voice Chinake,Q85786782,,,,2018-08,,,Q111291775-56DC5524-F008-4E5F-BF17-DBD59F68C406
Q111291776,Watson Khupe,Q1910161,ZANU–PF,,,2018-08,,,Q111291776-9851774B-98B0-416F-8360-406713D72400
Q111291777,Witness Bungu,,,,,2018-08,,,Q111291777-D743F44B-1C1F-46A7-9CC2-00D6C80661F9
Q16136022,Morgan Femai,Q85786782,,,,2018-08,,male,Q16136022-194397F0-5451-41AF-B893-E18573CE6E9C
Q16866539,Simon Khaya-Moyo,Q1910161,ZANU–PF,,,2018-08,2021-11-14,male,Q16866539-187BD3AA-D9E7-4375-A550-CE5C37926A8A
Q2011278,Obert Mpofu,Q1910161,ZANU–PF,,,2018-08,,male,Q2011278-30E534D4-4538-48A7-8FFE-4750E50D971A
Q20872132,Priscah Mupfumira,Q1910161,ZANU–PF,,,2018-08,,female,Q20872132-3D0A8DD6-C2AE-4B93-955D-3244A48C0281
Q5091394,Chenhanho Chimutengwende,Q1910161,ZANU–PF,,,2018-08,,male,Q5091394-4E02F123-761A-4402-B674-E7531989E6F1
Q5238373,David Parirenyatwa,Q1910161,ZANU–PF,,,2018-08,,male,Q5238373-A6FDE649-CE51-499B-BE21-E90A2ED3595C
Q5360562,Elias Mudzuri,Q85786782,,,,2018-08,,male,Q5360562-CBB42CDC-09AD-48B2-9333-A31745ED60FA
Q6848219,Mike Nyambuya,Q1910161,ZANU–PF,,,2018-08,,male,Q6848219-FFAE31C8-0B98-453E-9F95-DE03AA476836
Q7660136,Sydney Sekeramayi,Q1910161,ZANU–PF,,,2018-08,,male,Q7660136-6B15718A-5DC8-42C2-A8C2-9D7C73CC322D
Q85118775,Monica Mutsvangwa,Q1910161,ZANU–PF,,,2018-08,,female,Q85118775-6DBDCD87-F210-4B99-B06F-5F9C1B01EB88
