@@,itemlabel,item,startdate,enddate
+++,Simba Makoni,Q1379403,1980-05,1981-01
+++,Jock Kay,Q46853306,1988-01-22,1990-04
+++,Sylvester Nguni,Q7660812,2006,
+++,Seiso Moyo,Q7446983,2011-10-11,2012-12-21
+++,Paddy Zhanda,,2013-10-10,
+++,Davis Marapira,,2017-11-30,
+++,Vangelis Haritatos,Q94973458,2018,
+++,Douglas Karoro,,2018,
