item,name,party,partyLabel,constituency,constituencyLabel,startDate,endDate,gender,psid
Q111283583,Rorana Muchihwa,Q1146616,MDC–T,,,2013-09-17,2018-07-29,female,Q111283583-36005A11-E74A-49EF-AAFC-FF8A4324E56B
Q111283584,Rosemary Goto,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,female,Q111283584-CFA01893-D1ED-49A0-9DD7-C96F005309B9
Q111283585,Rosemary Nyathi,Q1146616,MDC–T,,,2013-09-17,2018-07-29,female,Q111283585-77297E1B-8EAA-4B50-A42F-8ACDDF085ABE
Q111283586,Ruth Mafoko Labode,Q1146616,MDC–T,,,2013-09-17,2018-07-29,female,Q111283586-DF1D28CB-0F9E-4FF6-90D8-D69C784FD886
Q111283587,Shuvai Mahofa,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,female,Q111283587-7EC4D291-AD2A-4564-8870-B492132D0465
Q111283588,Siphiwe Ncube,Q1146616,MDC–T,,,2013-09-17,2018-07-29,female,Q111283588-89DF81BA-AC84-4B8A-9FCD-9576611B22FA
Q111283590,Tapera Machingaifa,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,male,Q111283590-C619C176-DB51-4D3A-82F9-6C2D5A782015
Q111283591,Thokozani Khupe,Q1146616,MDC–T,,,2013-09-17,2018-07-29,female,Q111283591-0BA3EAA0-28AE-404D-BA97-DD899CBC1038
Q111283592,Thokozile Mathuthu,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,female,Q111283592-581337FC-9432-4340-AE1E-24EA70875942
Q111283594,Tsitsi Muzenda,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,female,Q111283594-84E14498-60C2-4C64-A329-318FB5DD76DF
Q111283595,Violet Moeketsi,Q1146616,MDC–T,,,2013-09-17,2018-07-29,female,Q111283595-FC28DDC9-C3F4-4624-943E-F46107449495
Q111283596,Virginia Muchenje,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,female,Q111283596-598C5F84-93C0-4D03-A924-D3207084884C
Q111283597,Watchy Sibanda,Q1146616,MDC–T,,,2013-09-17,2018-07-29,male,Q111283597-3A4B2A16-E288-48AF-8F74-307D8AE4CF76
Q111283842,Annah Shiri,,,,,2013-09-17,2018-07-29,,Q111283842-500D1522-522C-43BB-9AF4-FBE6F7E36B65
Q111283843,Ashel Sithole,,,,,2013-09-17,2018-07-29,,Q111283843-7444A10F-AB0C-492A-BAE7-BF9C5F19A561
Q111283844,Clemence Nembire,,,,,2013-09-17,2018-07-29,,Q111283844-524329A6-DBD1-4F28-BECB-D8AA6A98C04B
Q111283845,Cleveria Chizema,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,,Q111283845-EC80055C-7D58-4EB2-80B8-862CA4B1D2F9
Q111283846,Daniel Gwenzi,,,,,2013-09-17,2018-07-29,,Q111283846-CFFE5C61-9A7F-409C-986C-59E8B21A0679
Q111283847,Daster Chisunga,,,,,2013-09-17,2018-07-29,,Q111283847-FFB7EABE-2EDA-416E-A74D-FE9CB8F2804C
Q111283848,Enos Masakwa,,,,,2013-09-17,2018-07-29,,Q111283848-39B15919-5AC8-48A2-82E5-4BC5C3119B16
Q111283849,Feleni Chauke,,,,,2013-09-17,2018-07-29,,Q111283849-2883AE3D-669A-40AA-9F9C-14049B67C52D
Q111283850,Fortune Charumbira,,,,,2013-09-17,2018-07-29,,Q111283850-A2C1006A-BBF4-4AA7-BC16-CF0BD3169F86
Q111283851,Joseph Mudhe,,,,,2013-09-17,2018-07-29,,Q111283851-46F304E5-7CAE-44C3-B251-87602BBD53B6
Q111283852,Mike Musaka,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,,Q111283852-4641D173-58B3-420F-A580-31A839219265
Q111283853,Milton Ntabeni,,,,,2013-09-17,2018-07-29,,Q111283853-C2219F7F-13D8-424E-B05B-BD503E93B170
Q111283854,Mtshane Khumalo,,,,,2013-09-17,2018-07-29,,Q111283854-839361EC-36B9-4788-A9F0-40E7FD849847
Q111283855,Ndabazekhaya Matema,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,,Q111283855-0513B0BE-D897-4E9C-A67C-FD325015D98F
Q111283857,Nkathazo Siansole,,,,,2013-09-17,2018-07-29,,Q111283857-44C2EF8C-CA2E-4882-8A90-EE53891C7B3F
Q111283858,Nyamayabo Mashavakure,,,,,2013-09-17,2018-07-29,,Q111283858-72CD7FA5-8CE7-4295-A4C6-CB80DA10B25A
Q111283859,Rivai Mbaimbai,,,,,2013-09-17,2018-07-29,,Q111283859-AF7A1789-F037-4F2C-AEE5-9C4D25771004
Q111283860,Samson Katsande,,,,,2013-09-17,2018-07-29,,Q111283860-B523E7A9-B342-4960-9500-BEC5EDA4335A
Q111283861,Sindalizwe Dube,,,,,2013-09-17,2018-07-29,,Q111283861-81ACA7B8-1B1F-45B3-A13B-A6D551B463A4
Q111283862,Sithembile Mlotshwa,Q1146616,MDC–T,,,2013-09-17,2018-07-29,,Q111283862-C46F70C6-EF90-4450-9FAD-11DB94101345
Q111283863,Tambudzani Mohadi,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,,Q111283863-414A505B-A3C2-41C2-9ABF-FA0BE341B010
Q111283864,Tholakele Khumalo,Q15980776,,,,2013-09-17,2018-07-29,,Q111283864-45C58112-1ACF-41F6-ACB4-80C552280F3C
Q111283865,Try Manyepa,,,,,2013-09-17,2018-07-29,,Q111283865-FDF1758C-6507-48C4-B171-F451976C80D4
Q111283866,Vuyani Ndiweni,,,,,2013-09-17,2018-07-29,,Q111283866-D9CBBE0C-349F-4A7B-A017-28596556F199
Q111283867,Wilson Nebiri,,,,,2013-09-17,2018-07-29,,Q111283867-81DBA064-23A2-4E38-8878-3768E079FCE6
Q111283868,Zama Mkhwananzi,,,,,2013-09-17,2018-07-29,,Q111283868-2582A406-6528-4A9E-9F16-5BA4DCD15DB1
Q16866539,Simon Khaya-Moyo,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,male,Q16866539-FEF2D22D-FF63-431F-BBA0-907383B823E4
Q20872132,Prisca Mupfumira,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,female,Q20872132-4FCD62E6-70F6-48D8-BA20-5EB3914FA443
Q25697807,Kumbirai Kangai,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,male,Q25697807-A5B7D8A8-F6A1-42D4-AC92-47B0C698F1B5
Q5091394,Chenhanho Chimutengwende,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,male,Q5091394-FA8BF765-F78F-4CD6-BFE8-23B60719E6DD
Q514464,Simbarashe Mumbengegwi,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,male,Q514464-98349390-B66B-4ABE-A1E0-BECA38D120B8
Q5238373,David Parirenyatwa,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,male,Q5238373-E8DAD3CB-2E2F-4C0A-81B3-BDD6B509D4EC
Q5340066,Edna Madzongwe,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,female,Q5340066-2E6C32AD-C3D0-4C80-BE0A-74C5DDE780F4
Q5460278,Flora Buka,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,female,Q5460278-9EE0FAEB-25A0-4DB3-AACD-F1639D4D997E
Q6848219,Mike Nyambuya,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,male,Q6848219-E696DE86-D0F9-4E09-980F-75F0F7960CAA
Q7088073,Olivia Muchena,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,female,Q7088073-B153FF7E-1444-4F8F-887F-2D28E8619395
Q7447116,Sekai Holland,Q1146616,MDC–T,,,2013-09-17,2018-07-29,female,Q7447116-107F271C-2001-46CC-9541-AAE79A844A96
Q7660136,Sydney Sekeramayi,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,male,Q7660136-B1CCDD21-0726-42FB-B1BE-32A389C43691
Q85118775,Monica Mutsvangwa,Q1910161,ZANU–PF,,,2013-09-17,2018-07-29,female,Q85118775-AC003163-DCDD-4E69-881F-BAA2EF3238B8
