item,itemLabel,startDate,endDate,psid
Q18187087,Hector Macdonald,1980-04-18,1980-05,Q18187087-9863AA6C-21E0-4B18-9AF8-3DB760B84534
Q18345927,Leo Baron,1983,1983,Q18345927-94BB861B-43D8-4DF6-A24B-E322389BEE92
Q4772638,Anthony Gubbay,1990,2001,Q4772638-85E8BB5E-F586-42B4-A947-811E50F3AC57
Q5379289,Enoch Dumbutshena,1984-02-29,1990,Q5379289-ED90C8C7-F5EE-4C85-8157-B42DF119687B
Q5576402,Godfrey Chidyausiku,2001-07,2017-02-28,Q5576402-E089B65A-5FF2-43D5-8E1B-533A8BA1525E
Q56222237,Luke Malaba,2017-03-27,2021-05-15,Q56222237-4B43D1C5-C9D6-4293-A357-6085E7BDC949
