item,name,party,partyLabel,constituency,constituencyLabel,startDate,endDate,gender,psid
Q111295041,Anadi Sisulu,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295041-CD5B195D-A9FB-4609-A65D-04435F5176BA
Q111295042,Buka Flora,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295042-33588110-D38F-4058-811F-467A6CFD6D4B
Q111295043,Busy Ngwenya,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295043-0823357A-61CC-4CCA-97D8-ADE71003DC69
Q111295044,Chapfiwa Prosper Mutseyami,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295044-59664F37-D7D8-4E45-8FDF-82B1371732FA
Q111295045,Charles Pemhenai,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295045-C69C464D-4247-4FE9-8A73-BCD1111C36DB
Q111295047,Chenayimoyo Nhema,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295047-BCC27731-0249-472A-8E1F-6EE597834931
Q111295048,Clemency Sibanda,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295048-35B8B12E-C8C3-4C09-85BE-6A8AD77C0B82
Q111295049,Cornelius Dube,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295049-79B89B11-3F48-4EA2-A16D-DDA6798E999D
Q111295050,Costain Muguti,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295050-1BADECB4-0E17-4B17-97CE-CB8A7BA91FF7
Q111295052,Edmore Maramwidze,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295052-92762A5D-3CDD-4451-8E7E-170F780717E4
Q111295054,Edmore Marima,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295054-854A5B85-280D-4195-94E9-F18D100FFCEF
Q111295055,Elias Jembere,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295055-8F0B32A4-FE12-4FE8-8312-FA6EC172A748
Q111295056,Ellina Shirichena,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295056-F9920DB8-16DD-4896-9B1F-D753D917F1F0
Q111295058,Ernest Mudavanhu,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295058-5B787F6D-A39C-4B3A-BB05-EC1FD966EC3A
Q111295059,Felix Sibanda,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295059-05FBCF9A-EBC8-407E-A1D1-753782FF8E1B
Q111295061,Festus Dongo,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295061-EB21AF87-6EC2-4C98-91C7-AA066B7DDC96
Q111295062,Fred Kanzama,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295062-D445B194-0909-4F4C-8DD6-02B4DB189771
Q111295063,Funny Munengani,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295063-BDAC306E-C036-4789-8E74-839F86AF0BE3
Q111295064,Gift Dzirutwe,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295064-D6A7F41D-8B33-4B54-8102-68CD13EA73A2
Q111295065,Giles Tariyafero Mutsekwa,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295065-8A10E67C-48C8-42CC-ADCF-93CC0B82E809
Q111295067,Harrison Mudzuri,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295067-CF832133-7F2F-42E8-9E81-DEE3FCFD81BC
Q111295069,Heya Shoko,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295069-0E3A8245-2C0B-4405-BC4F-39EE01B5A772
Q111295071,Innocent Tinashe Gonese,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295071-48A27235-5F23-486F-AE0A-D90ECF5FAA46
Q111295073,Irvine Dzingirai,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295073-65A08D69-6FEE-4E68-A119-D939124BEB94
Q111295074,Jabulani Mangena,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295074-ED93D923-97D2-4D51-892E-F2BFF7935C67
Q111295075,Jani Marandeni,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295075-7877B2B5-FA9A-498D-8A1B-578575C5971F
Q111295077,Jefferson Chitando,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295077-398EE5E9-6ADC-46C3-81D0-C188668E4682
Q111295078,John Nyamande,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295078-5D95385D-438E-4174-8D81-D9A64ECAC909
Q111295079,Kudakwashe Bhasikiti,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295079-E478853E-F36E-45EB-B980-6077E62C4D5E
Q111295080,Lawrence Mavima,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295080-71581323-F953-4E7E-9020-DE4A14465C9E
Q111295081,Lovemore Mupukuta,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295081-AE4127E7-6D34-4A33-9115-AD59F4381468
Q111295083,Maposhere,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295083-77FEEAFC-7A3E-446D-8684-03C6D6FD7034
Q111295084,Marvellous Khumalo,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295084-99C30AD8-F911-4F42-AEEB-305FA3EFB981
Q111295085,Meki Makuyana,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295085-0D4DD5E4-12C9-46B6-9A88-B3651834587E
Q111295086,Misheck Shoko,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295086-5408D816-1A20-4360-AB59-9A666794DF1D
Q111295087,Mkhosi Edward Tshotsho Moyo,Q15980776,,,,2008-08-25,2013-06-27,,Q111295087-5E03A298-6B37-4844-ABCB-919759521AF5
Q111295088,Moses Mare,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295088-CB316705-82EF-4D3A-8465-2C1BFA162CAA
Q111295090,Muza Sheunesu,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295090-9838BB1E-B3E6-4A93-8A9B-412C5DB88EB7
Q111295092,Naison Nemadziva,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295092-1CDCBCEA-810B-4FAC-8AB4-C5306AD1FF2C
Q111295094,Noel Mandevu,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295094-0BF03667-FE4B-49FA-9A6A-8ED632672AA8
Q111295095,Norman Mpofu,Q15980776,,,,2008-08-25,2013-06-27,,Q111295095-146141A3-8C35-4398-8F34-15A49221F456
Q111295097,Obert Matshalaga,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295097-A7AAC6BC-7188-4521-B7D7-1916769EEF52
Q111295098,Oliver Chirume,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295098-0218668C-76D0-495F-9100-8B58034E409C
Q111295099,Pearson Mungofa,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295099-79008FDB-5F49-4FE7-8F84-FD2974284A01
Q111295100,Phares Hakuna Maramba,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295100-07F20B90-6F0B-47CF-A419-4FC5A5C59F3F
Q111295101,Pilot Masukume,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295101-9A13924D-7B05-4306-B6A2-C56EEB082CD0
Q111295103,Piniel Denga,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295103-C759FC06-14B4-4A14-A615-31DCCC2A08A7
Q111295104,Pishai Muchauraya,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295104-8DB4F114-476B-4715-B1AF-8377C941D9A3
Q111295105,Ramson Makamure,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295105-394C7EC0-6340-4FE3-B604-E6F01B9B3CA8
Q111295108,Rodger Tazviona,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295108-F9EE7ABB-9242-41DE-8103-920D47500889
Q111295109,Rodrick Rutsvara,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295109-04713486-D056-472B-971B-EB755296217B
Q111295111,Ronald Ndava,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295111-632BA670-E552-47E4-9D7A-976C7A8946D1
Q111295113,Samson Mukanduri,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295113-4ABF3FD4-0024-4EFC-A742-B61BE7ED3960
Q111295116,Samuel Nkomo,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295116-2309001E-4EEB-4AB7-AA11-D084F6692BBF
Q111295117,Shaddy Sai,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295117-46AA7C49-837B-4BCA-8553-6C927E82EE08
Q111295119,Shepherd Madamombe,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295119-82F2F267-0D5E-436F-B2D2-57A2FE3CF8A7
Q111295122,Shuah Mudiwa,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295122-ACB8F790-A57C-49BD-A408-3FAF4EF59C1F
Q111295123,Siyabonga Ncube,Q15980776,,,,2008-08-25,2013-06-27,,Q111295123-506D8E0D-5993-454F-BCEA-A6CCF9687314
Q111295124,Tangwara Matimba,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295124-0667A997-20BB-4536-A5C3-1797EE00EABE
Q111295125,Thandeko Mnkandla,Q15980776,,,,2008-08-25,2013-06-27,,Q111295125-A78E9D2D-6337-4ACF-BEE4-D9CDEBE0468B
Q111295126,Tongai Matutu,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295126-4F2BAF5A-7807-41D1-A07A-6CC59B8DCAA4
Q111295127,Tranos Huruva,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,,Q111295127-E3812BC2-0192-4D18-84EA-25A44E1D908D
Q111295128,Webber Chinyadza,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295128-506CE6EA-1828-4B31-989D-F60BF8CB902A
Q111295129,Willard Chimbetete,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295129-3B68CDDA-7603-4B03-81C2-E25E45D6E422
Q111295159,Willis Madzimure,Q1146616,MDC–T,,,2008-08-25,2013-06-27,,Q111295159-D15AF0D1-6649-4557-A035-B166E0D9C566
Q16207702,Nelson Chamisa,Q1146616,MDC–T,,,2008-08-25,2013-06-27,male,Q16207702-320DE544-7D07-43EE-90B3-3A3828937588
Q2112402,Stan Mudenge,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,male,Q2112402-BAA28CF4-2222-4AB9-A138-964C47AD0455
Q3183430,Jonathan Moyo,,,,,2008-08-25,2013-06-27,male,Q3183430-E7925757-574A-48EF-A4E1-91A87DF8B2B3
Q3264301,Lovemore Moyo,Q1146616,MDC–T,,,2008-08-25,2013-06-27,male,Q3264301-ED6CCCB6-F806-4A27-B41E-E4D3CE0A1935
Q432934,Arthur Mutambara,Q15980776,,,,2008-08-25,2013-06-27,male,Q432934-28F60806-2F07-4784-A9E3-607FEFB0139B
Q43402860,Patrick Zhuwao,,,Q48800098,Zvimba East,2008-08-25,2013-06-27,male,Q43402860-756D5732-799A-4402-B4CF-721C8E004CDB
Q45740667,Iain Kay,,,Q48803858,Marondera Central,2009,2013-06,male,Q45740667-47F08FB0-32E8-4C26-AC91-4AEFDC5C7994
Q4757697,Andrew Langa,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,male,Q4757697-A086925F-C51D-42DF-90BA-E582A105D98A
Q4926322,Blessing Chebundo,Q1146616,MDC–T,,,2008-08-25,2013-06-27,male,Q4926322-C95AD86C-44EE-4AD0-B368-B934818D611B
Q510523,Emmerson Mnangagwa,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,male,Q510523-C81045BD-154E-4299-94C2-33D3E54CE5FD
Q5147035,Collen Gwiyo,Q1146616,MDC–T,,,2008-08-25,2013-06-27,male,Q5147035-5FC6AE45-980C-4E99-B18E-B0D77E7DE3F7
Q5230802,David Chimhini,Q1146616,MDC–T,,,2008-08-25,2013-06-27,male,Q5230802-9EC84097-A502-4A06-BA48-1FE7532D9B6F
Q5274292,Didymus Mutasa,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,male,Q5274292-AC426126-10B4-4795-A6DD-889356686AFF
Q5335953,Eddie Cross,Q1146616,MDC–T,,,2008-08-25,2013-06-27,male,Q5335953-0C507FB4-EF41-4193-BEF3-10AD60D84D1C
Q5367269,Elphas Mukonoweshuro,Q1146616,MDC–T,,,2008-08-25,2013-06-27,male,Q5367269-18AD926F-413B-481E-920C-1C32446C3911
Q5367868,Elton Mangoma,Q1146616,MDC–T,,,2008-08-25,2013-06-27,male,Q5367868-FC4E4753-A36A-4AD8-B795-E3578B836159
Q5387062,Eric Matinenga,Q1146616,MDC–T,,,2008-08-25,2013-06-27,male,Q5387062-C0A8831C-A991-46E8-8CFC-7C853BED1BB8
Q5416378,Evelyn Masaiti,Q1146616,MDC–T,,,2008-08-25,2013-06-27,female,Q5416378-4A57F4C3-801C-4B7E-8C3B-3D37660E7E93
Q5446764,Fidelis Mhashu,Q1146616,MDC–T,,,2008-08-25,2013-06-27,male,Q5446764-4B58B553-2645-4DB2-9857-FBBFEF21D463
Q5720588,Henry Dzinotyiweyi,Q1146616,MDC–T,,,2008-08-25,2013-06-27,male,Q5720588-770F683D-70BE-4E62-A49A-FDBDA817E10F
Q57762,Morgan Tsvangirai,Q1146616,MDC–T,,,2008-08-25,2013-06-27,male,Q57762-423047F4-0169-4F78-A4A8-D94343D5DA16
Q5927511,Hubert Nyanhongo,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,male,Q5927511-793DE97C-9945-471D-B933-9B42A510122E
Q6146138,Jameson Timba,Q1146616,MDC–T,,,2008-08-25,2013-06-27,male,Q6146138-A11B1DD3-E350-4532-A416-ADFE32422A42
Q6187759,Jessie Majome,Q1146616,MDC–T,,,2008-08-25,2013-06-27,female,Q6187759-9105F8E3-0B2C-41E5-84C9-31F7143D0F1D
Q6276249,Joram Gumbo,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,male,Q6276249-9FBFE2FE-72C3-4C3A-A6D0-981CCB01D8DE
Q6386891,Kembo Mohadi,,,,,2009-02,,male,Q6386891-F0B5AF6B-6EC6-486E-8FCE-C08D4D0D6A70
Q6875513,Misheck Kagurabadza,Q1146616,MDC–T,,,2008-08-25,2013-06-27,male,Q6875513-93C7ACBC-AE3B-456A-B9BB-02DDF13F419F
Q6915903,Moses Ndlovu,Q15980776,,,,2008-08-25,2013-06-27,male,Q6915903-9FE2FFE7-0EC3-4052-A367-E218C92042B4
Q6938737,Murisi Zwizwai,Q1146616,MDC–T,,,2008-08-25,2013-06-27,male,Q6938737-1A5F6A60-855B-4F3D-B884-EAC4790A23CD
Q7048451,Nomalanga Khumalo,Q15980776,,,,2008-08-25,2013-06-27,female,Q7048451-C38757C8-44F4-4DF5-9DFA-4755C6C37810
Q7152179,Paul Mangwana,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,male,Q7152179-2C2165DD-C288-49D6-853D-37AE18CEF305
Q7155466,Paurina Mpariwa,Q1146616,MDC–T,,,2008-08-25,2013-06-27,female,Q7155466-F5EE35BC-9B4C-4709-A642-EDB6CCC60271
Q7410395,Tendai Biti,Q1146616,MDC–T,,,2008-08-25,2013-06-27,male,Q7410395-7828B52C-4B54-4919-87A7-3993D5B05DE5
Q7412813,Samuel Undenge,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,male,Q7412813-AAE3B435-131C-4271-BEAF-930465A8B32B
Q7446983,Seiso Moyo,Q1146616,MDC–T,,,2008-08-25,2013-06-27,male,Q7446983-985CD8EA-AC8E-4DDB-A4F9-CCB015E98818
Q7507257,Sibonile Nyamudeza,Q1146616,MDC–T,,,2008-08-25,2013-06-27,male,Q7507257-ADFC81C8-A5BD-4203-8B7D-B2B8BC09C30A
Q7710066,Thamsanqa Mahlangu,Q1146616,MDC–T,,,2008-08-25,2013-06-27,male,Q7710066-C8C41AD8-48C1-490E-A7D9-EDA37CBC2345
Q7782879,Theresa Makoni,Q1146616,MDC–T,,,2008-08-25,2013-06-27,female,Q7782879-10CCBABD-449A-42C7-9A02-A0DDFDB06D00
Q7965696,Walter Mzembi,Q1910161,ZANU–PF,,,2008-08-25,2013-06-27,male,Q7965696-B0EB093E-52AC-4A7A-96EB-97AC6C47A3D9
Q9358456,Thokozani Khuphe,Q1146616,MDC–T,,,2008-08-25,2013-06-27,female,Q9358456-F8D54E59-D2F8-4292-BFD3-315183255C4A
