item,itemLabel,startDate,endDate,psid
Q16193482,Happyton Bonyongwe,2017-10-09,2017-11-27,Q16193482-A70264AA-41A0-46B7-896F-D2940193AE3B
Q3369338,Patrick Chinamasa,2000-07,2013-09,Q3369338-7FAE6445-1578-42DE-A024-851169C6D7F4
Q510523,Emmerson Mnangagwa,2013-09-11,2017-10-09,Q510523-D40B42E7-BD81-4A56-969B-4B48311FC221
Q510523,Emmerson Mnangagwa,1989,2000-07,Q510523-F0BE1917-F383-478B-8BF8-37EF9AEC902E
Q5340334,Edson Zvobgo,1982-04-18,1985-04-18,Q5340334-8B31AECB-77F5-4D1A-8C3F-EF5AC2458F28
Q85678984,Ziyambi Ziyambi,2018-08,,Q85678984-C23AE8C5-1865-4817-A38E-E4071B01A26B
