item,itemLabel,startDate,endDate
Q2287723,Simon Muzenda,1987-12-31,2003-09-20
Q981736,Joice Mujuru,2004-12-06,2014-12-08
Q510523,Emmerson Mnangagwa,2014-12-12,2017-11-06
Q381334,Constantino Chiwenga,2017-12-28,
