@@,itemlabel,item,startdate,enddate
+++,Eddison Zvobgo,Q5340334,1982-04-18,1985-04-18
+++,Emmerson Mnangagwa,Q510523,1989,2000-07
->,Patrick Chinamasa,Q3369338,2000-07,2013-09->2013-09-11
+++,Emmerson Mnangagwa,Q510523,2013-09-11,2017-10-09
->,Happyton Bonyongwe,Q16193482,2017-10-09,2017-11-27->2017-11-02
->,Ziyambi Ziyambi,Q85678984,2018-08->2017-11-02,
