item,itemLabel,startDate,endDate
Q2287723,Simon Muzenda,1980-04-18,1981-01-01
Q2586564,Witness Mangwende,1981-01-01,1987-12-22
Q1966640,Nathan Shamuyarira,1987-12-22,1995-03-15
Q2112402,Stan Mudenge,1995-04-15,2005-04-14
Q514464,Simbarashe Mumbengegwi,2005-04-15,2017-10-09
Q7965696,Walter Mzembi,2017-10-09,2017-11-27
Q514464,Simbarashe Mumbengegwi,2017-11-27,2017-11-30
Q43180489,Sibusiso Moyo,2017-11-30,2021-01-20
Q85748517,Amon Murwira,2021-01-20,2021-03-02
Q105637570,Frederick Shava,2021-03-02,
